Player,TEAM,AGE,MIN_2017,MIN_2018,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST_x,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height_x,Weight_x,College_x,Country_x,Draft Year_x,Draft Round_x,Draft Number_x,Height_y,Weight_y,College_y,Country_y,Draft Year_y,Draft Round_y,Draft Number_y,Box Outs,OFF Box Outs,DEF Box Outs,Team RebOn Box Outs,Player RebOn Box Outs,% Box Outs Off,% Box Outs Def,% Team RebWhen Box Out,% Player RebWhen Box Out,ContestedREB,ContestedREB%,REBChances,REBChance%,DeferredREB Chances,AdjustedREB Chance%,AVG REBDistance,PassesMade,PassesReceived,AST_y,SecondaryAST,PotentialAST,AST PTSCreated,AST PTSCreated,AST PTSCreated,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots,FGM_und_5ft,FGA_und_5ft,FG%_und_5ft,FGM_5_9ft,FGA_5_9ft,FG%_5_9ft,FGM_10_14ft,FGA_10_14ft,FG%_10_14ft,FGM_15_19ft,FGA_15_19ft,FG%_15_19ft,FGM_20_24ft,FGA_20_24ft,FG%_20_24ft,FGM_25_29ft,FGA_25_29ft,FG%_25_29ft,OPP_FGM_und_5ft,OPP_FGA_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FGA_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FGA_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FGA_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FGA_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FGA_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,REB%,eFG%,TS%,USG%,PACE,PIE_2017,PIE_2018
Eric Moreland,DET,26,12.0,8.6,67,32,35,2.1,1.0,1.8,54.1,0.0,0.0,0.0,0.2,0.4,37.9,1.2,2.9,4.1,1.2,0.6,0.5,0.8,1.7,11.9,2,0,0.1,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,3.3,0.8,2.5,1.8,0.7,22.7,76.8,85.6,31.7,1.7,39.9,8.4,49.6,0.4,52.1,4.2,13.1,11.2,1.2,0.1,2.2,,2.9,,2.9,1.3,8.9,9.9,1.9,4.3,0.9,0.2,0.2,0.4,48.0,52.0,0.19,4.1,0.8,4.9,0.8,1.3,61.6,0.1,0.3,40.9,0.1,0.2,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.9,59.2,0.8,2.2,35.2,0.5,1.5,36.7,0.6,1.9,32.8,1.4,3.5,39.6,1.8,5.1,35.5,99.3,1.1,14.1,9.6,24.3,16.8,54.1,53.1,9.7,96.25,10.3,9.5
Erik McCree,UTA,24,1.9,,4,4,0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.8,0,0,-2.3,6-8,225,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,6-8,225,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100,0.0,100,0.8,1.8,1.8,0.0,0.0,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,100,0.00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.3,1.3,100,0.7,1.0,66.7,1.0,1.0,100,0.0,1.0,0.0,0.3,0.3,100,0.0,0.7,0.0,127.8,-45.4,0.0,0.0,20.0,9.1,0.0,0.0,15.8,111.68,-3.1,
Ersan Ilyasova,PHI,31,25.1,18.4,69,36,33,10.9,4.0,8.9,45.2,1.3,3.7,36.0,1.5,2.0,77.8,1.7,4.2,5.9,1.3,1.0,0.9,0.4,2.3,22.6,7,0,0.3,6-10,235,None,Turkey,2005,2,36,6-10,235,None,Turkey,2005,2,36,4.3,1.0,3.3,2.1,0.9,24.1,75.9,86.5,35.7,2.3,40.0,10.8,54.5,0.5,57.3,5.7,34.2,26.6,1.3,0.2,2.4,,3.2,,3.2,1.5,3.8,4.5,1.8,4.1,1.7,0.3,0.6,0.9,38.1,61.9,0.46,4.6,2.2,6.8,1.9,3.1,59.0,0.1,0.4,33.3,0.2,0.5,47.2,0.3,0.7,39.2,0.8,2.1,39.9,0.7,1.9,33.6,8.9,15.0,59.5,1.6,4.1,38.3,1.8,4.3,42.3,2.0,4.7,42.1,3.0,7.7,38.5,3.3,8.8,37.1,106.1,0.9,7.8,6.7,16.1,11.4,52.6,55.8,18.3,100.17,9.9,7.1
Evan Fournier,ORL,25,32.2,31.5,57,20,37,17.8,6.5,14.1,45.9,2.2,5.9,37.9,2.6,3.0,86.7,0.4,2.8,3.2,2.9,1.7,0.8,0.3,2.4,27.6,0,0,-2.1,6-7,205,None,France,2012,1,20,6-7,205,None,France,2012,1,20,2.7,0.1,2.6,1.4,0.4,3.8,96.2,90.0,23.3,0.6,20.6,7.3,43.3,0.5,46.6,8.7,23.3,33.0,2.9,0.3,5.0,,7.0,,7.0,3.3,12.4,14.0,0.4,0.9,2.2,0.3,0.5,0.8,43.5,56.5,0.02,3.1,2.3,5.4,2.4,4.0,60.5,0.6,1.2,45.1,0.4,1.1,33.9,0.6,1.1,51.6,1.1,2.6,42.4,1.4,4.0,35.8,14.1,22.2,63.3,2.2,6.1,36.5,2.2,4.9,44.1,2.9,6.1,46.6,3.8,9.3,40.4,3.7,10.6,34.8,110.3,-3.2,13.8,1.2,8.4,4.8,53.8,57.7,22.6,101.32,9.3,7.7
Evan Turner,POR,29,25.7,22.0,79,48,31,8.2,3.3,7.3,44.7,0.5,1.7,31.8,1.2,1.4,85.0,0.4,2.7,3.1,2.2,1.3,0.6,0.4,2.1,16.8,0,0,-0.6,6-7,220,Ohio State,USA,2010,1,2,6-7,220,Ohio State,USA,2010,1,2,1.7,0.1,1.7,1.0,0.2,3.6,96.4,86.2,20.2,0.9,29.1,6.8,45.4,0.6,50.2,6.3,28.2,27.6,2.2,0.2,4.7,,5.3,,5.3,2.4,7.8,8.6,0.2,0.6,1.0,0.2,0.5,0.8,30.0,70.0,0.00,3.0,2.4,5.4,0.7,1.2,63.0,0.5,1.1,44.3,0.8,1.9,44.9,0.6,1.4,44.9,0.4,1.4,30.8,0.2,0.5,38.9,8.6,15.6,55.4,2.3,4.7,48.1,1.8,4.4,41.7,2.3,5.6,41.2,3.1,8.0,38.0,2.7,7.9,34.6,105.6,-1.1,12.8,1.4,10.0,5.7,48.4,52.0,15.3,98.40,7.1,9.9
Frank Kaminsky,CHA,25,23.2,16.1,79,35,44,11.1,3.9,9.1,42.9,1.3,3.5,38.0,2.0,2.5,79.9,0.6,3.1,3.6,1.6,0.8,0.5,0.2,1.2,19.1,0,0,-0.7,7-0,242,Wisconsin,USA,2015,1,9,7-0,242,Wisconsin,USA,2015,1,9,4.3,0.5,3.8,2.1,0.5,12.1,87.9,87.1,20.1,0.8,22.9,7.1,51.2,0.6,55.6,6.6,35.8,27.0,1.6,0.3,3.1,,4.3,,4.3,2.1,4.6,5.7,1.6,3.8,0.5,0.2,0.4,0.6,31.3,68.8,0.04,4.7,2.6,7.3,1.2,2.1,59.1,0.7,1.7,38.4,0.5,1.1,44.2,0.2,0.6,27.1,0.2,0.7,32.8,1.1,2.8,39.0,8.6,12.9,66.6,1.6,3.8,41.1,1.7,3.6,47.2,1.8,4.2,41.5,2.4,6.4,37.6,3.6,9.4,38.3,110.0,-2.3,11.3,2.3,13.9,7.8,50.1,54.5,20.2,98.79,9.8,10.6
Frank Mason,SAC,24,18.9,11.5,52,17,35,7.9,2.8,7.3,37.9,0.6,1.7,36.0,1.8,2.2,81.7,0.6,1.9,2.5,2.8,1.3,0.7,0.2,1.4,16.5,0,0,-0.7,5-11,190,Kansas,USA,2017,2,34,5-11,190,Kansas,USA,2017,2,34,0.6,0.0,0.6,0.4,0.1,6.1,93.9,82.1,17.9,0.5,19.2,4.7,53.5,0.2,56.3,9.2,32.5,39.4,2.8,0.5,5.9,,6.7,,6.7,3.3,8.7,10.1,0.1,0.2,0.9,0.4,0.4,0.8,46.5,53.5,0.00,1.1,1.9,3.0,1.1,2.6,42.2,0.3,0.9,31.3,0.2,0.6,34.4,0.3,0.9,31.9,0.6,1.2,49.2,0.3,1.0,32.0,6.4,10.3,62.1,1.6,3.4,48.0,1.1,2.6,40.6,1.2,2.8,41.7,2.3,6.5,36.2,2.2,6.2,35.9,105.4,-1.7,23.3,3.0,10.7,6.7,42.0,48.0,22.6,94.37,9.1,8.5
Frank Ntilikina,NYK,19,21.9,21.0,78,28,50,5.9,2.3,6.4,36.4,0.6,2.0,31.8,0.6,0.9,72.1,0.5,1.8,2.3,3.2,1.7,0.8,0.2,2.3,15.0,1,0,-1.3,6-5,190,None,France,2017,1,8,6-5,190,None,France,2017,1,8,0.8,0.0,0.7,0.6,0.1,5.0,95.0,89.6,25.0,0.5,23.9,4.7,49.0,0.3,52.7,10.3,38.1,42.8,3.2,0.6,6.4,,7.9,,7.9,3.9,8.5,10.4,0.1,0.3,1.6,0.3,0.4,0.7,46.3,53.7,0.01,3.0,1.8,4.8,0.7,1.4,52.8,0.1,0.3,24.0,0.2,0.7,32.1,0.3,1.1,28.6,0.6,1.6,36.0,0.4,1.2,34.4,7.4,12.9,57.1,1.5,3.8,39.8,1.0,2.7,36.2,1.4,3.7,38.9,2.7,7.0,38.5,2.7,7.6,35.5,104.6,-2.2,21.0,2.1,7.9,5.0,41.4,43.7,16.6,98.82,4.8,3.9
Fred VanVleet,TOR,24,20.0,27.5,76,55,21,8.6,3.1,7.2,42.6,1.4,3.4,41.4,1.1,1.3,83.2,0.3,2.1,2.4,3.2,1.0,0.9,0.3,1.7,18.8,0,0,4.6,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,1.4,0.0,1.4,0.9,0.1,1.8,98.2,88.5,11.5,0.4,17.4,6.0,40.4,0.4,42.9,10.0,29.5,33.6,3.2,0.6,6.4,,7.8,,7.8,3.9,10.8,13.1,0.3,0.7,1.7,0.4,0.6,1.0,37.8,62.2,0.08,2.0,1.7,3.7,1.4,2.9,49.1,0.1,0.4,32.3,0.0,0.2,5.9,0.1,0.2,33.3,0.7,1.5,44.8,0.8,1.9,40.1,7.0,12.8,54.8,1.3,3.9,33.2,1.5,3.3,44.6,1.2,3.0,40.7,1.7,4.7,35.9,2.2,6.4,34.6,101.1,11.1,23.1,1.6,10.2,6.0,52.5,55.6,18.8,97.76,11.1,9.5
Furkan Korkmaz,PHI,20,5.7,14.2,14,11,3,1.6,0.6,2.0,28.6,0.4,1.2,29.4,0.1,0.3,50.0,0.1,0.6,0.8,0.3,0.1,0.1,0.1,0.9,3.5,0,0,-3.1,6-7,190,None,Turkey,2016,1,26,6-7,190,None,Turkey,2016,1,26,0.4,0.0,0.4,0.1,0.0,0.0,100,100,0.0,0.0,0.0,0.9,84.6,0.0,84.6,8.4,4.0,4.8,0.3,0.2,0.4,,0.6,,0.6,0.5,7.1,12.5,0.0,0.0,0.2,0.0,0.1,0.1,0.0,100,0.00,0.7,0.5,1.2,0.2,0.2,100,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.4,1.0,35.7,2.9,3.8,76.0,0.7,1.7,42.1,0.2,0.9,20.0,0.6,1.6,36.8,1.1,1.5,73.3,0.6,1.9,33.3,119.8,-29.3,7.7,2.0,12.3,6.4,37.5,38.6,15.9,105.65,1.0,7.9
Garrett Temple,SAC,32,24.8,27.2,65,23,42,8.4,3.1,7.3,41.8,1.4,3.5,39.2,0.9,1.2,76.9,0.3,2.0,2.3,1.9,1.2,0.9,0.4,2.1,16.7,0,0,-4.0,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,0.8,0.0,0.8,0.4,0.1,0.0,100,90.3,12.9,0.5,20.4,4.8,48.3,0.4,52.1,8.3,27.9,29.7,1.9,0.3,3.5,,4.3,,4.3,2.3,6.8,8.1,0.1,0.3,1.9,0.2,0.7,0.9,26.3,73.7,0.02,2.6,3.2,5.8,0.7,1.3,56.5,0.1,0.3,27.8,0.2,0.5,46.9,0.5,1.3,37.8,0.9,2.3,38.9,0.6,1.6,40.0,8.3,13.6,61.2,1.7,4.2,41.4,1.2,2.7,44.3,1.3,3.1,41.5,3.0,8.1,37.3,3.8,9.8,38.4,108.1,-7.4,11.5,1.3,8.4,4.7,51.2,53.6,16.0,96.56,6.5,5.2
Gary Harris,DEN,23,34.4,28.8,67,37,30,17.5,6.6,13.6,48.5,2.3,5.9,39.6,2.0,2.4,82.7,0.6,2.1,2.6,2.9,1.8,1.8,0.2,1.8,29.3,0,0,2.6,6-4,210,Michigan State,USA,2014,1,19,6-4,210,Michigan State,USA,2014,1,19,0.9,0.1,0.8,0.6,0.1,6.9,93.1,92.5,17.5,0.5,19.9,5.3,49.3,0.3,51.8,9.5,24.6,35.6,2.9,0.5,4.8,,7.0,,7.0,3.4,11.8,13.8,0.1,0.3,3.0,0.5,0.8,1.4,39.1,60.9,0.06,2.5,2.9,5.4,2.7,4.1,66.8,0.4,0.9,41.0,0.5,1.0,48.5,0.4,1.1,38.2,1.3,3.3,39.6,1.2,3.0,39.6,13.7,21.5,63.8,2.5,6.3,40.2,2.2,5.0,43.9,2.7,6.1,44.1,4.6,12.1,37.9,3.5,9.8,36.2,108.2,3.5,12.8,1.6,6.1,3.9,57.0,59.7,20.4,98.41,9.8,7.6
Gary Payton II,LAL,25,9.6,5.3,23,10,13,3.0,1.3,3.2,40.5,0.3,1.1,24.0,0.1,0.4,33.3,0.6,1.3,1.9,0.9,0.3,0.3,0.1,1.3,7.7,1,0,0.5,6-3,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,6-3,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,0.5,0.1,0.3,0.1,0.0,27.3,72.7,75.0,0.0,0.6,31.8,3.8,50.0,0.2,52.4,4.8,11.0,9.7,0.9,0.0,1.7,,2.2,,2.2,1.0,8.3,8.7,0.2,0.3,0.9,0.1,0.2,0.3,28.6,71.4,0.00,1.3,0.9,2.2,0.9,1.6,55.6,0.1,0.2,50.0,0.0,0.3,0.0,0.1,0.1,66.7,0.1,0.6,23.1,0.2,0.6,25.0,4.0,7.1,55.8,0.9,1.7,52.9,0.6,1.3,43.5,0.9,1.9,48.7,1.2,3.0,40.6,1.4,3.8,36.1,104.9,4.9,13.0,5.6,14.4,9.8,44.6,44.3,16.2,100.19,5.8,21.2
George Hill,CLE,32,27.0,21.7,67,28,39,10.0,3.5,7.7,46.0,1.3,3.1,41.5,1.6,2.1,78.6,0.6,2.1,2.7,2.8,1.3,0.9,0.4,1.9,20.0,0,0,-1.8,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,1.9,0.3,1.6,1.0,0.3,16.8,83.2,86.5,23.0,0.6,22.7,5.6,48.5,0.4,52.2,10.0,42.6,46.4,2.8,0.4,5.8,,6.8,,6.8,3.3,6.5,7.6,0.6,1.4,1.8,0.4,0.6,1.0,39.7,60.3,0.03,2.8,3.0,5.8,1.1,1.6,66.7,0.3,0.9,37.3,0.3,0.7,44.9,0.4,1.0,38.8,0.9,1.9,44.6,0.5,1.4,36.1,9.8,15.6,63.1,2.0,4.4,45.2,1.6,3.5,45.5,1.6,4.0,40.7,3.3,8.4,39.6,4.1,10.7,38.1,111.8,-3.3,14.5,2.3,8.1,5.1,54.3,58.0,16.1,96.27,7.9,7.9
Georges Niang,UTA,25,3.5,8.8,9,9,0,1.0,0.4,1.2,36.4,0.0,0.4,0.0,0.1,0.2,50.0,0.3,0.7,1.0,0.3,0.3,0.2,0.0,0.1,3.0,0,0,-1.4,6-6,231,Iowa State,USA,2016,2,50,6-6,231,Iowa State,USA,2016,2,50,1.0,0.1,0.9,0.6,0.2,11.1,88.9,100,40.0,0.0,0.0,1.1,90.0,0.0,90.0,10.9,3.1,3.6,0.3,0.0,0.2,,0.4,,0.4,0.2,10.7,7.1,0.0,0.0,0.2,0.2,0.0,0.2,100,0.0,0.00,0.6,0.2,0.8,0.3,0.4,66.7,0.3,0.4,66.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,1.1,1.5,75.0,0.3,0.9,28.6,0.7,1.2,57.1,0.2,1.2,14.3,0.8,2.2,38.5,0.3,0.9,28.6,98.6,-18.1,16.7,10.3,18.2,14.5,36.4,37.9,19.0,109.09,8.6,9.0
Georgios Papagiannis,POR,20,7.2,,17,3,14,2.1,1.1,2.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,2.2,0.5,0.5,0.2,0.4,0.7,6.8,0,0,-0.3,7-1,240,None,Greece,2016,1,13,7-1,240,None,Greece,2016,1,13,1.5,0.4,1.1,0.5,0.3,28.0,72.0,69.2,38.5,1.1,51.4,3.6,59.7,0.0,59.7,4.0,10.9,6.7,0.5,0.1,0.8,,1.4,,1.4,0.6,4.9,5.4,1.2,2.8,0.3,0.1,0.1,0.2,33.3,66.7,0.00,3.1,0.8,3.9,0.5,1.2,42.9,0.1,0.4,16.7,0.3,0.4,66.7,0.3,0.5,50.0,0.0,0.1,0.0,0.0,0.0,0.0,3.6,5.2,68.5,0.1,0.5,12.5,0.3,1.2,27.8,0.3,0.7,45.5,1.6,3.2,48.9,1.1,2.6,41.5,114.2,-3.7,9.7,10.0,21.6,15.4,42.9,42.9,17.0,100.65,7.1,
Gerald Green,HOU,32,22.7,20.2,41,33,8,12.1,4.1,10.1,40.7,2.7,7.3,36.9,1.2,1.5,85.0,0.4,2.9,3.2,0.6,0.8,0.6,0.4,2.1,19.0,0,0,2.3,6-7,205,None,USA,2005,1,18,6-7,205,None,USA,2005,1,18,1.1,0.0,1.1,0.6,0.1,0.0,100,83.9,16.1,0.4,13.5,6.4,50.6,0.3,53.0,7.5,16.8,19.4,0.6,0.1,1.5,,1.5,,1.5,0.7,3.6,4.4,0.2,0.5,1.1,0.4,0.4,0.8,53.1,46.9,0.02,3.1,2.2,5.3,0.7,1.3,53.7,0.1,0.3,45.5,0.3,0.6,50.0,0.3,0.5,50.0,1.0,3.0,34.1,1.7,4.4,39.2,9.0,14.4,62.8,1.8,4.3,42.0,1.2,2.9,41.2,1.2,3.2,37.2,2.0,6.6,30.7,3.0,8.9,33.7,102.7,4.6,4.5,1.6,12.4,6.9,54.0,56.6,21.9,99.52,8.8,6.6
Gian Clavell,DAL,24,9.1,,7,0,7,2.9,0.9,2.6,33.3,0.9,2.1,40.0,0.3,0.3,100,0.1,0.9,1.0,0.4,0.3,0.3,0.0,1.1,5.3,0,0,2.7,6-4,185,Colorado State,Puerto Rico,Undrafted,Undrafted,Undrafted,6-4,185,Colorado State,Puerto Rico,Undrafted,Undrafted,Undrafted,0.7,0.0,0.7,0.3,0.0,0.0,100,100,0.0,0.1,14.3,1.3,77.8,0.1,87.5,8.3,6.4,7.6,0.4,0.0,0.9,,1.4,,1.4,0.6,6.7,8.9,0.0,0.0,0.7,0.0,0.3,0.3,0.0,100,0.00,0.7,1.4,2.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,1.7,40.0,0.3,0.9,33.3,2.7,4.1,65.5,0.3,1.1,25.0,0.6,1.3,44.4,0.4,1.3,33.3,1.2,2.3,50.0,1.3,4.6,28.1,89.6,14.8,7.1,1.6,10.2,5.7,50.0,53.0,14.7,101.46,4.5,
Giannis Antetokounmpo,MIL,23,36.7,32.8,75,39,36,26.9,9.9,18.7,52.9,0.6,1.9,30.7,6.5,8.5,76.0,2.1,8.0,10.0,4.8,3.0,1.5,1.4,3.1,51.7,42,1,2.0,6-11,222,None,Greece,2013,1,15,6-11,222,None,Greece,2013,1,15,5.5,0.7,4.7,2.4,1.1,13.2,86.6,88.2,39.4,3.3,32.4,17.2,58.4,0.8,61.1,5.9,57.4,56.1,4.8,0.8,9.3,,12.1,,12.1,5.7,8.3,9.9,1.4,3.2,2.5,0.8,0.9,1.8,48.9,51.1,0.00,6.6,3.7,10.3,6.8,9.7,70.2,0.8,2.0,38.6,0.6,1.8,35.6,0.7,2.2,32.1,0.6,1.5,36.8,0.4,1.5,29.4,14.4,24.2,59.3,2.0,5.3,37.8,2.0,5.1,39.8,2.3,6.0,37.9,3.0,8.2,37.2,5.3,14.3,37.4,106.5,2.8,23.7,6.0,21.8,14.1,54.5,59.8,30.7,97.61,18.6,21.8
Glenn Robinson III,IND,24,14.7,13.0,23,14,9,4.1,1.6,3.7,42.4,0.6,1.5,41.2,0.4,0.5,81.8,0.5,1.1,1.6,0.7,0.2,0.6,0.0,0.6,8.8,0,0,0.0,6-7,215,Michigan,USA,2014,2,40,6-7,215,Michigan,USA,2014,2,40,0.9,0.1,0.8,0.5,0.0,9.5,90.5,85.7,7.1,0.4,27.0,3.1,51.4,0.2,54.4,8.0,11.8,10.7,0.7,0.2,1.0,,1.6,,1.6,1.0,6.3,8.1,0.1,0.2,0.8,0.2,0.3,0.4,40.0,60.0,0.00,2.2,1.5,3.7,0.5,1.0,54.5,0.1,0.3,42.9,0.1,0.3,42.9,0.1,0.6,23.1,0.5,1.0,52.2,0.1,0.6,23.1,4.5,7.5,59.5,1.3,2.7,49.2,1.0,2.3,40.7,1.4,2.8,48.4,1.4,3.7,38.1,2.0,6.0,32.8,103.9,-0.6,6.8,3.0,7.8,5.2,50.6,52.9,11.9,98.83,7.1,5.8
Goran Dragic,MIA,32,31.7,27.5,75,39,36,17.3,6.5,14.3,45.0,1.5,4.0,37.0,2.9,3.6,80.1,0.7,3.4,4.1,4.8,2.2,0.8,0.2,2.4,30.1,3,0,0.3,6-3,190,None,Slovenia,2008,2,45,6-3,190,None,Slovenia,2008,2,45,0.7,0.1,0.6,0.4,0.1,14.0,86.0,82.1,23.1,0.8,20.1,9.1,44.2,0.7,47.8,9.4,57.7,66.7,4.8,0.9,10.1,,11.7,,11.7,5.9,8.3,10.2,0.4,0.9,1.5,0.7,0.6,1.3,53.5,46.5,0.07,3.8,1.8,5.5,2.8,4.9,57.2,0.6,1.4,39.6,0.9,2.1,43.4,0.6,1.7,36.2,0.6,1.5,41.3,0.9,2.7,35.5,11.4,19.2,59.0,2.6,7.2,36.4,1.9,4.9,37.5,2.2,5.0,44.5,2.9,7.7,37.4,3.9,10.7,36.8,106.0,0.2,24.5,2.3,10.5,6.4,50.2,54.3,25.0,97.49,11.5,9.6
Gordon Hayward,BOS,28,5.3,25.9,1,0,1,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,3.0,6-8,226,Butler,USA,2010,1,9,6-8,226,Butler,USA,2010,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,25.0,21.8,7.0,5.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100,0.00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100,0.0,2.0,0.0,81.8,27.3,0.0,0.0,20.0,9.1,50.0,50.0,15.4,100.57,4.8,11.4
Gorgui Dieng,MIN,28,16.9,13.6,79,45,34,5.9,2.4,4.9,47.9,0.2,0.8,31.1,1.0,1.3,77.5,1.3,3.2,4.6,0.9,0.7,0.6,0.5,1.9,15.2,2,0,-2.6,6-11,251,Louisville,Senegal,2013,1,21,6-11,251,Louisville,Senegal,2013,1,21,3.7,0.4,3.3,1.8,0.8,12.0,88.0,87.1,38.7,1.7,38.3,7.8,58.1,0.3,60.5,6.0,21.6,15.7,0.9,0.2,1.8,,2.3,,2.3,1.1,4.2,5.0,1.7,3.8,1.3,0.3,0.4,0.8,45.8,54.2,0.18,4.9,1.8,6.7,0.9,1.5,59.3,0.1,0.4,34.5,0.3,0.6,51.1,0.4,1.0,40.7,0.6,1.3,44.7,0.0,0.1,33.3,6.9,10.5,65.3,1.1,2.6,43.6,0.8,2.0,40.8,1.1,2.4,44.3,2.3,6.0,37.8,2.4,5.9,40.2,110.5,-6.6,8.0,7.8,20.1,13.7,50.4,54.3,15.9,99.83,9.3,11.8
Greg Monroe,BOS,28,20.4,11.2,51,21,30,10.3,4.3,7.6,56.5,0.0,0.0,0.0,1.7,2.3,73.9,2.1,4.7,6.9,2.2,1.8,0.9,0.5,1.9,24.0,9,1,-4.2,6-11,265,Georgetown,USA,2010,1,7,6-11,265,Georgetown,USA,2010,1,7,6.8,1.8,4.9,3.3,1.5,27.2,72.8,89.9,39.9,3.2,47.1,12.0,57.5,0.6,60.7,4.2,26.7,24.4,2.3,0.1,4.1,,5.4,,5.4,2.4,8.5,9.1,1.8,4.0,1.5,0.4,0.5,0.9,42.2,57.8,0.04,5.8,0.8,6.5,3.5,5.4,64.4,0.5,1.5,33.8,0.1,0.3,38.5,0.2,0.4,50.0,0.0,0.1,33.3,0.0,0.0,0.0,9.2,14.3,64.7,1.4,3.4,42.0,1.3,2.9,44.1,1.4,3.3,43.6,2.0,5.1,39.6,2.4,6.8,34.8,110.5,-9.6,18.9,10.4,24.4,17.2,56.5,59.8,21.8,99.86,15.3,10.6
Guerschon Yabusele,BOS,22,7.1,6.1,33,24,9,2.4,0.8,1.8,42.6,0.4,1.1,32.4,0.5,0.7,68.2,0.5,1.1,1.6,0.5,0.4,0.1,0.2,0.7,5.5,0,0,-0.2,6-8,260,None,France,2016,1,16,6-8,260,None,France,2016,1,16,2.0,0.5,1.5,0.9,0.3,24.6,75.4,75.0,25.0,0.5,30.8,3.3,50.0,0.4,56.5,6.8,11.2,9.2,0.5,0.1,1.0,,1.3,,1.3,0.6,4.5,5.0,0.5,1.1,0.3,0.2,0.2,0.4,42.9,57.1,0.00,1.4,0.7,2.0,0.3,0.5,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,66.7,0.1,0.5,21.4,0.3,0.9,37.0,2.9,4.8,60.5,0.4,1.1,35.3,0.3,0.9,39.1,0.5,1.3,38.2,0.9,1.9,44.8,1.0,2.8,35.2,101.8,-0.8,10.7,6.5,15.2,10.5,52.5,55.9,14.6,99.96,8.0,6.8
